station_id,value,date,device_id,name,location
S109,31.2,2024-04-22,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,29.2,2024-04-22,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,28.1,2024-04-22,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,30.4,2024-04-22,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,32.4,2024-04-22,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S44,28.9,2024-04-22,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,27.9,2024-04-22,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,28.8,2024-04-22,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,32.2,2024-04-22,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,30.0,2024-04-22,,,
S24,33.0,2024-04-22,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,27.0,2024-04-22,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,31.7,2024-04-22,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,31.7,2024-04-23,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,31.5,2024-04-23,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,32.7,2024-04-23,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S43,32.4,2024-04-23,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S44,31.2,2024-04-23,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,32.6,2024-04-23,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,33.4,2024-04-23,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,33.4,2024-04-23,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,29.1,2024-04-23,,,
S24,32.9,2024-04-23,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,32.0,2024-04-23,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,32.5,2024-04-23,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,30.3,2024-04-24,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,29.6,2024-04-24,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,30.0,2024-04-24,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,29.1,2024-04-24,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,30.4,2024-04-24,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S44,30.9,2024-04-24,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,31.8,2024-04-24,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,29.5,2024-04-24,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,30.2,2024-04-24,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,30.0,2024-04-24,,,
S24,29.3,2024-04-24,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,30.3,2024-04-24,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,31.9,2024-04-24,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,30.9,2024-04-25,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,31.4,2024-04-25,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,27.3,2024-04-25,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,30.1,2024-04-25,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,29.3,2024-04-25,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S44,29.0,2024-04-25,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,30.4,2024-04-25,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,29.0,2024-04-25,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S115,30.8,2024-04-25,,,
S24,32.4,2024-04-25,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,29.3,2024-04-25,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,32.3,2024-04-25,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,33.1,2024-04-26,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,32.6,2024-04-26,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,34.2,2024-04-26,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,30.6,2024-04-26,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,32.8,2024-04-26,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S44,32.1,2024-04-26,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,33.3,2024-04-26,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,32.1,2024-04-26,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S115,31.0,2024-04-26,,,
S24,32.8,2024-04-26,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,31.9,2024-04-26,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,32.1,2024-04-26,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,32.0,2024-04-27,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,32.2,2024-04-27,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,32.0,2024-04-27,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,30.4,2024-04-27,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,32.6,2024-04-27,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S44,30.4,2024-04-27,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,32.3,2024-04-27,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,32.9,2024-04-27,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S115,31.6,2024-04-27,,,
S24,32.8,2024-04-27,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,32.5,2024-04-27,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,33.2,2024-04-27,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,31.7,2024-04-28,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,30.7,2024-04-28,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,30.8,2024-04-28,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,28.2,2024-04-28,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,31.4,2024-04-28,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S44,30.6,2024-04-28,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,32.1,2024-04-28,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,31.5,2024-04-28,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S115,31.2,2024-04-28,,,
S24,29.9,2024-04-28,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,31.7,2024-04-28,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,30.1,2024-04-28,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,32.6,2024-04-29,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,31.3,2024-04-29,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,32.0,2024-04-29,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,30.2,2024-04-29,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,32.4,2024-04-29,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S44,32.3,2024-04-29,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,34.0,2024-04-29,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,31.4,2024-04-29,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,32.6,2024-04-29,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,32.7,2024-04-29,,,
S24,31.9,2024-04-29,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,31.7,2024-04-29,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,33.1,2024-04-29,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,32.1,2024-04-30,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,32.3,2024-04-30,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,32.6,2024-04-30,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,30.8,2024-04-30,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,32.2,2024-04-30,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S44,32.9,2024-04-30,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,33.4,2024-04-30,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,33.1,2024-04-30,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,32.5,2024-04-30,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,32.3,2024-04-30,,,
S24,31.8,2024-04-30,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,31.5,2024-04-30,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,33.6,2024-04-30,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,34.7,2024-05-01,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,32.4,2024-05-01,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,32.7,2024-05-01,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,30.8,2024-05-01,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,33.2,2024-05-01,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S44,28.7,2024-05-01,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,31.1,2024-05-01,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,31.5,2024-05-01,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,32.3,2024-05-01,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,30.1,2024-05-01,,,
S24,32.2,2024-05-01,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,33.0,2024-05-01,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,34.5,2024-05-01,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,32.3,2024-05-02,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,31.6,2024-05-02,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,32.4,2024-05-02,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,30.1,2024-05-02,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,32.6,2024-05-02,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S44,30.6,2024-05-02,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,31.2,2024-05-02,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,32.3,2024-05-02,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,30.6,2024-05-02,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,31.2,2024-05-02,,,
S24,31.4,2024-05-02,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,30.6,2024-05-02,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,32.1,2024-05-02,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,31.1,2024-05-03,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,32.0,2024-05-03,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,30.5,2024-05-03,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,30.2,2024-05-03,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,32.4,2024-05-03,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S108,33.3,2024-05-03,S108,Marina Gardens Drive,"{'latitude': 1.2799, 'longitude': 103.8703}"
S44,31.1,2024-05-03,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,31.3,2024-05-03,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,30.2,2024-05-03,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,31.5,2024-05-03,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,31.7,2024-05-03,,,
S24,31.0,2024-05-03,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,31.4,2024-05-03,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,31.8,2024-05-03,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,24.4,2024-05-04,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,24.4,2024-05-04,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,24.2,2024-05-04,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,25.3,2024-05-04,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,24.8,2024-05-04,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S108,25.0,2024-05-04,S108,Marina Gardens Drive,"{'latitude': 1.2799, 'longitude': 103.8703}"
S44,24.4,2024-05-04,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,24.2,2024-05-04,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,24.2,2024-05-04,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,24.6,2024-05-04,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,24.9,2024-05-04,,,
S24,24.7,2024-05-04,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,24.4,2024-05-04,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,24.0,2024-05-04,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,31.5,2024-05-05,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,30.2,2024-05-05,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,30.7,2024-05-05,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,29.8,2024-05-05,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,31.9,2024-05-05,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S108,33.0,2024-05-05,S108,Marina Gardens Drive,"{'latitude': 1.2799, 'longitude': 103.8703}"
S44,31.7,2024-05-05,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,32.0,2024-05-05,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,31.0,2024-05-05,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,30.6,2024-05-05,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,30.5,2024-05-05,,,
S24,31.7,2024-05-05,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,30.4,2024-05-05,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,30.9,2024-05-05,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,32.1,2024-05-06,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,32.4,2024-05-06,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,32.7,2024-05-06,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,30.8,2024-05-06,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,32.2,2024-05-06,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S108,34.3,2024-05-06,S108,Marina Gardens Drive,"{'latitude': 1.2799, 'longitude': 103.8703}"
S44,32.6,2024-05-06,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,31.6,2024-05-06,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,31.2,2024-05-06,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,32.0,2024-05-06,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,32.5,2024-05-06,,,
S24,31.9,2024-05-06,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,32.8,2024-05-06,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,33.2,2024-05-06,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,30.9,2024-05-07,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,30.6,2024-05-07,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,28.1,2024-05-07,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,29.4,2024-05-07,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,26.9,2024-05-07,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S108,28.9,2024-05-07,S108,Marina Gardens Drive,"{'latitude': 1.2799, 'longitude': 103.8703}"
S44,31.0,2024-05-07,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,31.5,2024-05-07,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,28.4,2024-05-07,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,30.2,2024-05-07,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,30.5,2024-05-07,,,
S24,31.8,2024-05-07,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,30.2,2024-05-07,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,31.7,2024-05-07,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,29.6,2024-05-08,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,29.0,2024-05-08,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,30.0,2024-05-08,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,28.5,2024-05-08,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,29.8,2024-05-08,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S108,30.6,2024-05-08,S108,Marina Gardens Drive,"{'latitude': 1.2799, 'longitude': 103.8703}"
S44,31.0,2024-05-08,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,30.2,2024-05-08,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,28.7,2024-05-08,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,29.1,2024-05-08,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,29.0,2024-05-08,,,
S24,29.6,2024-05-08,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,29.4,2024-05-08,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,29.8,2024-05-08,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,32.0,2024-05-09,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,30.8,2024-05-09,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,31.7,2024-05-09,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,30.4,2024-05-09,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,32.7,2024-05-09,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S108,32.8,2024-05-09,S108,Marina Gardens Drive,"{'latitude': 1.2799, 'longitude': 103.8703}"
S121,32.5,2024-05-09,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,31.2,2024-05-09,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,31.3,2024-05-09,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,31.2,2024-05-09,,,
S24,31.6,2024-05-09,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,30.7,2024-05-09,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,32.1,2024-05-09,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,29.6,2024-05-10,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,27.2,2024-05-10,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,25.2,2024-05-10,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,25.8,2024-05-10,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,27.1,2024-05-10,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S108,28.6,2024-05-10,S108,Marina Gardens Drive,"{'latitude': 1.2799, 'longitude': 103.8703}"
S44,29.6,2024-05-10,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,28.7,2024-05-10,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,26.0,2024-05-10,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,26.2,2024-05-10,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,29.0,2024-05-10,,,
S24,26.9,2024-05-10,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,26.0,2024-05-10,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,30.3,2024-05-10,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,32.3,2024-05-11,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,32.2,2024-05-11,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,33.1,2024-05-11,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,30.6,2024-05-11,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,32.3,2024-05-11,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S44,33.3,2024-05-11,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,33.7,2024-05-11,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,31.9,2024-05-11,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,33.7,2024-05-11,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,32.5,2024-05-11,,,
S24,32.8,2024-05-11,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,31.8,2024-05-11,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,32.8,2024-05-11,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,33.4,2024-05-12,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
S117,31.0,2024-05-12,S117,Banyan Road,"{'latitude': 1.256, 'longitude': 103.679}"
S50,31.2,2024-05-12,S50,Clementi Road,"{'latitude': 1.3337, 'longitude': 103.7768}"
S107,29.7,2024-05-12,S107,East Coast Parkway,"{'latitude': 1.3135, 'longitude': 103.9625}"
S43,30.4,2024-05-12,S43,Kim Chuan Road,"{'latitude': 1.3399, 'longitude': 103.8878}"
S44,30.6,2024-05-12,S44,Nanyang Avenue,"{'latitude': 1.34583, 'longitude': 103.68166}"
S121,32.7,2024-05-12,S121,Old Choa Chu Kang Road,"{'latitude': 1.37288, 'longitude': 103.72244}"
S111,29.5,2024-05-12,S111,Scotts Road,"{'latitude': 1.31055, 'longitude': 103.8365}"
S60,30.8,2024-05-12,S60,Sentosa,"{'latitude': 1.25, 'longitude': 103.8279}"
S115,29.1,2024-05-12,,,
S24,31.7,2024-05-12,S24,Upper Changi Road North,"{'latitude': 1.3678, 'longitude': 103.9826}"
S116,30.1,2024-05-12,S116,West Coast Highway,"{'latitude': 1.281, 'longitude': 103.754}"
S104,32.1,2024-05-12,S104,Woodlands Avenue 9,"{'latitude': 1.44387, 'longitude': 103.78538}"
S109,30.3,2024-05-13,S109,Ang Mo Kio Avenue 5,"{'latitude': 1.3764, 'longitude': 103.8492}"
